Year	EW(m)	NS(m)	UD(m)
2000.47678	-0.01639	0.03665	0.00822
2000.47951	-0.01052	0.04072	0.02514
2000.48224	-0.00512	0.03957	-0.00429
2000.4877	-0.01236	0.03698	0.01775
2000.49044	-0.01274	0.03869	0.0224
2000.49317	-0.01382	0.03756	0.0154
2000.4959	-0.01182	0.03966	0.01277
2000.49863	-0.01475	0.04034	0.01152
2000.50137	-0.01174	0.04334	0.01021
2000.5041	-0.01355	0.04208	0.01219
2000.50683	-0.0167	0.04044	0.01537
2000.50956	-0.01521	0.03972	0.01489
2000.5123	-0.01801	0.0376	0.01038
2000.51503	-0.01364	0.03999	0.01188
2000.51776	-0.01383	0.04016	0.0077
2000.52049	-0.01364	0.03967	0.01108
2000.52322	-0.01528	0.0395	0.01304
2000.52596	-0.01858	0.04007	0.01481
2000.52869	-0.01628	0.03925	0.01833
2000.53142	-0.01526	0.03954	0.01672
2000.53415	-0.01673	0.0389	0.00612
2000.53689	-0.01231	0.03901	0.01693
2000.53962	-0.0124	0.03926	0.00881
2000.54235	-0.01427	0.04295	0.00494
2000.54508	-0.01652	0.04393	0.01576
2000.54781	-0.01013	0.03984	0.00719
2000.55055	-0.01853	0.03948	0.01836
2000.55328	-0.00781	0.04305	0.0097
2000.55601	-0.01149	0.04004	0.01759
2000.55874	-0.0097	0.03918	0.02579
2000.56148	-0.01453	0.04199	0.01081
2000.56421	-0.01498	0.04079	0.00968
2000.56694	-0.01554	0.04111	0.02075
2000.56967	-0.01243	0.03793	0.00456
2000.5724	-0.01451	0.03989	0.01164
2000.57514	-0.01559	0.04137	0.00892
2000.57787	-0.01505	0.04058	0.01756
2000.5806	-0.01571	0.04153	0.01642
2000.58333	-0.01689	0.04351	0.01616
2000.58607	-0.01436	0.0415	0.01825
2000.5888	-0.01634	0.04436	0.00974
2000.59153	-0.01149	0.04126	0.00435
2000.59426	-0.01328	0.04062	0.00292
2000.59699	-0.0096	0.04728	0.00737
2000.59973	-0.01486	0.04494	0.01131
2000.60246	-0.01566	0.04232	0.00498
2000.60519	-0.016	0.04276	-0.00205
2000.60792	-0.01828	0.04383	0.00692
2000.61066	-0.01709	0.04439	0.00992
2000.61339	-0.01566	0.04362	0.01212
2000.61612	-0.01598	0.04261	0.00263
2000.61885	-0.01526	0.04096	0.00598
2000.62158	-0.02068	0.04557	0.01673
2000.62432	-0.01729	0.04418	0.01076
2000.62705	-0.01451	0.04406	-0.00198
2000.62978	-0.01303	0.04227	-0.00568
2000.63251	-0.01469	0.04388	0.0094
2000.63525	-0.01479	0.04505	0.00125
2000.63798	-0.01662	0.04334	0.00279
2000.64071	-0.01536	0.04483	-0.00007
2000.64344	-0.0159	0.04237	0.00442
2000.64617	-0.01705	0.04599	0.00298
2000.64891	-0.0162	0.04328	0.00113
2000.65164	-0.01818	0.04417	-0.00664
2000.65437	-0.01716	0.04571	-0.0058
2000.6571	-0.0188	0.04206	-0.0007
2000.65984	-0.01812	0.04468	0.00121
2000.66257	-0.01767	0.04257	-0.00494
2000.6653	-0.01713	0.04143	0.0012
2000.66803	-0.0196	0.04087	0.00809
2000.67077	-0.02036	0.04754	0.0102
2000.6735	-0.02	0.04303	-0.01032
2000.67623	-0.01733	0.04128	-0.00787
2000.67896	-0.01647	0.04462	-0.00688
2000.68169	-0.01828	0.04477	0.00295
2000.68443	-0.01847	0.04486	-0.00442
2000.68716	-0.01891	0.0426	-0.00498
2000.68989	-0.01929	0.0434	-0.00438
2000.69262	-0.01896	0.04293	-0.00369
2000.69536	-0.01863	0.04446	-0.00938
2000.69809	-0.0172	0.0441	-0.0149
2000.70082	-0.01906	0.0446	-0.00171
2000.70355	-0.01892	0.04355	0.00342
2000.70628	-0.01882	0.04251	0.00326
2000.70902	-0.01615	0.04499	0.00719
2000.71175	-0.01922	0.04568	0.00384
2000.71448	-0.01868	0.04573	-0.00083
2000.71721	-0.01771	0.04553	-0.00678
2000.71995	-0.02002	0.0465	-0.01003
2000.72268	-0.02131	0.05141	-0.0061
2000.72541	-0.0179	0.04851	-0.00752
2000.72814	-0.01382	0.04798	-0.01303
2000.73087	-0.01619	0.04873	-0.00961
2000.73361	-0.01745	0.04916	-0.004
2000.73634	-0.01561	0.05015	-0.00744
2000.73907	-0.01738	0.04656	-0.00701
2000.74454	-0.01616	0.05052	-0.00485
2000.74727	-0.01306	0.05084	-0.00973
2000.75	-0.01725	0.04958	-0.00814
2000.75273	-0.01565	0.0497	-0.00834
2000.75546	-0.01505	0.05071	-0.01209
2000.7582	-0.01478	0.04931	-0.00887
2000.76093	-0.01477	0.04895	0.0008
2000.76366	-0.01887	0.05215	-0.00212
2000.76639	-0.01751	0.04633	-0.0002
2000.76913	-0.01737	0.04784	-0.0001
2000.77186	-0.01457	0.05037	-0.00185
2000.77459	-0.01417	0.04849	-0.00564
2000.77732	-0.01397	0.04652	-0.00968
2000.78005	-0.01473	0.04861	-0.00382
2000.78279	-0.01455	0.04974	-0.00454
2000.78552	-0.01514	0.04941	0.00107
2000.78825	-0.01553	0.05108	-0.00391
2000.79098	-0.01747	0.04843	0.00222
2000.79372	-0.01694	0.04965	0.00462
2000.79645	-0.01856	0.05075	0.00294
2000.79918	-0.01653	0.05052	-0.00537
2000.80191	-0.01722	0.04949	-0.00202
2000.80464	-0.01731	0.05063	-0.00123
2000.80738	-0.0163	0.05053	-0.00423
2000.81011	-0.01751	0.05025	-0.00476
2000.81284	-0.0169	0.05029	-0.00438
2000.81557	-0.01746	0.04913	0.0015
2000.81831	-0.01783	0.05038	-0.00056
2000.82104	-0.01743	0.04795	0.00019
2000.82377	-0.01841	0.04832	-0.00608
2000.8265	-0.01959	0.05085	0.00188
2000.82923	-0.01854	0.05014	-0.0013
2000.83197	-0.0162	0.05004	-0.0012
2000.8347	-0.01718	0.05208	0.00153
2000.83743	-0.0174	0.05171	-0.00021
2000.84016	-0.01686	0.04986	-0.00229
2000.8429	-0.01761	0.04999	0.00069
2000.84563	-0.01718	0.05124	-0.00125
2000.84836	-0.015	0.05289	-0.00602
2000.85109	-0.01673	0.05112	-0.00291
2000.85383	-0.01633	0.05065	-0.00423
2000.85656	-0.01771	0.05034	-0.00537
2000.85929	-0.01791	0.04984	-0.00694
2000.86202	-0.01734	0.05246	-0.00054
2000.86475	-0.01853	0.05217	-0.00049
2000.86749	-0.01632	0.05145	-0.00145
2000.87022	-0.01745	0.05193	-0.00557
2000.87295	-0.0172	0.0532	-0.00861
2000.87568	-0.01784	0.05343	-0.0058
2000.87842	-0.01799	0.05191	-0.00249
2000.88115	-0.0177	0.05241	-0.00711
2000.88388	-0.01847	0.05416	-0.00328
2000.88661	-0.01784	0.05203	0.0002
2000.88934	-0.01821	0.054	-0.00354
