YYYY	EW(m)	NS(m)	UD(m)
2018.19315	-0.08792	0.2224944	0.01079
2018.19589	-0.08848	0.2225444	0.01079
2018.19863	-0.08649	0.2210744	0.011
2018.20137	-0.08507	0.2214144	-0.00012
2018.20411	-0.08705	0.2220844	0.0053
2018.20685	-0.08628	0.2216444	0.00096
2018.20959	-0.08481	0.2204744	0.00059
2018.21233	-0.08576	0.2235344	-0.00013
2018.21507	-0.08827	0.2243644	-0.00328
2018.21781	-0.08824	0.2226844	0.00393
2018.22055	-0.08668	0.2230744	0.01179
2018.22329	-0.08727	0.2237844	0.00581
2018.22603	-0.0877	0.2234044	0.00721
2018.22877	-0.08875	0.2239944	0.00854
2018.23151	-0.08877	0.2235644	0.00877
2018.23425	-0.08693	0.2248544	0.01231
2018.23699	-0.08623	0.2249044	0.0075
2018.23973	-0.08834	0.2247544	0.00426
2018.24247	-0.08695	0.2250844	0.00646
2018.24521	-0.0872	0.2238244	0.01198
2018.24795	-0.08817	0.2243444	0.00873
2018.25068	-0.08682	0.2230644	0.00736
2018.25342	-0.08537	0.2225344	-0.00568
2018.25616	-0.08616	0.2226744	-0.00922
2018.2589	-0.08725	0.2225244	-0.00065
2018.26164	-0.08718	0.2225144	-0.00492
2018.26438	-0.08767	0.2248044	0.00355
2018.26712	-0.08938	0.2269944	0.00235
2018.26986	-0.08758	0.2239644	0.00881
2018.2726	-0.08727	0.2259244	0.00791
2018.27534	-0.0872	0.2261044	0.00393
2018.27808	-0.08672	0.2268144	0.00465
2018.28082	-0.08576	0.2238044	0.00142
2018.28356	-0.08821	0.2242744	0.00119
2018.2863	-0.08795	0.2225544	0.00764
2018.28904	-0.08902	0.2247644	0.00722
2018.29178	-0.08943	0.2252844	0.00941
2018.29452	-0.08957	0.2256044	0.01497
2018.29726	-0.0892	0.2253944	0.01094
2018.3	-0.08981	0.2287444	0.01395
2018.30274	-0.08674	0.2255244	0.00379
2018.30548	-0.08865	0.2271944	0.00649
2018.30822	-0.08678	0.2262844	0.0013
2018.31096	-0.08723	0.2267344	0.00942
2018.3137	-0.08739	0.2265844	0.01052
2018.31644	-0.08898	0.2246544	0.00957
2018.31918	-0.0871	0.2242144	0.00754
2018.32192	-0.08706	0.2248444	0.01062
2018.32466	-0.08565	0.2248444	0.00217
2018.3274	-0.08631	0.2264444	0.00087
2018.33014	-0.08454	0.2250144	0.00072
2018.33288	-0.0872	0.2270444	0.00234
2018.33562	-0.08634	0.2277444	0.00306
2018.33836	-0.08695	0.2278344	0.01008
2018.3411	-0.08469	0.2259844	0.00547
2018.34384	-0.08535	0.2269044	0.00955
2018.34658	-0.08699	0.2291044	0.00653
2018.34932	-0.08664	0.2278344	0.00529
2018.35205	-0.0876	0.2268144	0.00316
2018.35479	-0.08671	0.2253544	0.00287
2018.35753	-0.0857	0.2253044	0.00404
2018.36027	-0.08747	0.2250944	0.01045
2018.36301	-0.08891	0.2279644	0.00928
2018.36575	-0.08959	0.2285344	0.01015
2018.36849	-0.08745	0.2308644	0.01517
2018.37123	-0.08734	0.2268844	0.01005
2018.37397	-0.08536	0.2269244	0.00251
2018.37671	-0.08881	0.2287844	0.0063
2018.37945	-0.08857	0.2279544	0.00555
2018.38219	-0.08845	0.2283744	0.00394
2018.38493	-0.08724	0.2256244	0.00068
2018.38767	-0.08511	0.2253544	0.00674
2018.39041	-0.08886	0.2264044	0.01266
2018.39315	-0.09013	0.2272144	0.0131
2018.39589	-0.08903	0.2281244	0.00999
2018.39863	-0.08776	0.2264044	0.00504
2018.40137	-0.08828	0.2279144	0.00692
2018.40411	-0.08798	0.2284744	0.00783
2018.40685	-0.08864	0.2273044	0.00442
2018.40959	-0.09106	0.2282644	0.00836
2018.41233	-0.0911	0.2272444	0.00709
2018.41507	-0.08939	0.2286344	0.00598
2018.41781	-0.09189	0.2315344	0.01188
2018.42055	-0.08999	0.2258644	0.00903
2018.42329	-0.0926	0.2285644	0.01429
2018.42603	-0.091	0.2292344	0.01626
2018.42877	-0.0875	0.2302444	0.01223
2018.43151	-0.08692	0.2283144	0.00381
2018.43425	-0.08788	0.2282744	0.00917
2018.43699	-0.09027	0.2293544	0.00647
2018.43973	-0.08998	0.2299444	0.0088
2018.44247	-0.09107	0.2317644	0.00897
2018.44521	-0.08935	0.2309644	0.01924
2018.44795	-0.09378	0.2291944	0.00946
2018.45068	-0.08974	0.2302044	0.00603
2018.45342	-0.08951	0.2293944	0.0112
2018.45616	-0.08988	0.2297644	0.00719
2018.4589	-0.08949	0.2286744	0.01052
2018.46164	-0.08764	0.2291744	0.00888
2018.46438	-0.08974	0.2307544	0.00672
2018.46712	-0.08863	0.2321544	0.01028
2018.46986	-0.08999	0.2327844	0.00736
2018.4726	-0.09049	0.2286044	0.01434
2018.47534	-0.09104	0.2316844	0.00921
2018.47808	-0.09143	0.2331144	0.01713
2018.48082	-0.08763	0.2309944	0.00821
2018.48356	-0.08677	0.2310144	0.01305
2018.4863	-0.08924	0.2318044	0.01562
2018.48904	-0.09075	0.2312544	0.01378
2018.49178	-0.08934	0.2314344	0.01054
2018.49452	-0.09147	0.2361244	0.01352
2018.49726	-0.08953	0.2347144	0.00692
2018.5	-0.09292	0.2346944	0.01351
2018.50274	-0.08675	0.2333944	0.00849
2018.50548	-0.08931	0.2337644	0.00501
2018.50822	-0.08774	0.2338444	0.00453
2018.51096	-0.0919	0.2337044	0.0062
2018.5137	-0.08909	0.2304244	-0.00105
2018.51644	-0.08711	0.2335944	-0.00329
2018.51918	-0.0902	0.2327944	0.01238
2018.52192	-0.0887	0.2359044	0.00699
2018.52466	-0.09469	0.2350844	0.00755
2018.5274	-0.09171	0.2327844	0.01396
2018.53014	-0.08975	0.2323244	0.00402
2018.53288	-0.08637	0.2269544	-0.00503
2018.53562	-0.08924	0.2305744	0.00145
2018.5411	-0.08824	0.2303544	0.01372
2018.54384	-0.09104	0.2335044	0.01091
2018.55205	-0.08948	0.2300044	0.01228
2018.55753	-0.08643	0.2316744	0.00765
2018.56301	-0.09048	0.2298744	0.00445
2018.56849	-0.09251	0.2326144	-0.00064
2018.57123	-0.09034	0.2320044	-0.00179
2018.57397	-0.09089	0.2349644	0.00642
2018.57671	-0.09114	0.2319144	0.00179
2018.57945	-0.0915	0.2312944	0.00464
2018.58219	-0.09312	0.2310944	0.00261
2018.58493	-0.09246	0.2350644	0.00454
2018.58767	-0.09194	0.2316344	0.00361
2018.59041	-0.09177	0.2340944	0.00516
2018.59315	-0.0907	0.2352444	0.00283
2018.59589	-0.09064	0.2339944	0.01147
2018.59863	-0.08818	0.2339444	-0.00715
2018.60137	-0.08651	0.2327444	0.00257
2018.60411	-0.09082	0.2332044	-0.00445
2018.60685	-0.09162	0.2367544	-0.00248
2018.60959	-0.09165	0.2323444	-0.00606
2018.61507	-0.09384	0.2311944	-0.00692
2018.61781	-0.08702	0.2292944	-0.01139
2018.62055	-0.09247	0.2356344	-0.00677
2018.62329	-0.09144	0.2398344	0.00064
2018.62603	-0.09388	0.2350744	-0.00219
2018.62877	-0.09219	0.2334644	0.00078
2018.63151	-0.08955	0.2307844	0.00386
2018.63425	-0.08924	0.2329544	-0.00255
2018.63699	-0.09182	0.2352744	0.00164
2018.63973	-0.09109	0.2340644	-0.00787
2018.64247	-0.09291	0.2343144	-0.00236
2018.64521	-0.09193	0.2342844	0.00239
2018.64795	-0.09294	0.2373144	0.00364
2018.65068	-0.09248	0.2351744	0.00427
2018.65342	-0.09272	0.2357444	-0.00527
2018.65616	-0.09131	0.2359144	-0.00482
2018.6589	-0.09266	0.2367844	-0.00605
2018.66164	-0.09026	0.2334044	-0.00157
2018.66438	-0.09163	0.2359444	0.00041
2018.66712	-0.09124	0.2350144	-0.00267
2018.66986	-0.08808	0.2322944	-0.00215
2018.6726	-0.09035	0.2338744	0.0081
2018.67534	-0.09005	0.2354444	0.00441
2018.67808	-0.09129	0.2334044	0.004
2018.68082	-0.08961	0.2346144	0.00569
2018.68356	-0.09095	0.2335744	0.00051
2018.6863	-0.09209	0.2340644	0.00226
2018.68904	-0.09044	0.2349444	-0.00613
2018.69178	-0.09319	0.2376944	-0.00151
2018.69452	-0.09183	0.2358544	0.00325
2018.69726	-0.0908	0.2346544	0.0016
2018.7	-0.08912	0.2335944	-0.00194
2018.70274	-0.08757	0.2347544	0.0002
2018.70548	-0.08487	0.2322244	-0.00416
2018.70822	-0.08899	0.2352544	-0.00367
2018.71918	-0.08799	0.2346744	-0.00853
2018.72192	-0.09066	0.2369344	0.0001
2018.72466	-0.09089	0.2364944	0.00125
2018.7274	-0.09034	0.2365244	-0.00264
2018.73014	-0.09135	0.2366944	0.0002
2018.73288	-0.09081	0.2371744	-0.00536
2018.73562	-0.09131	0.2390544	-0.00292
2018.73836	-0.09162	0.2360944	-0.00807
2018.7411	-0.09179	0.2372544	0.00326
2018.74384	-0.09084	0.2367844	-0.00094
2018.74658	-0.09066	0.2394544	0.00013
2018.74932	-0.09253	0.2354844	0.00059
2018.75205	-0.0933	0.2367044	-0.00002
2018.75479	-0.09422	0.2377844	-0.0021
2018.75753	-0.09187	0.2379144	-0.00488
2018.76027	-0.09229	0.2375144	-0.00458
2018.76301	-0.09166	0.2357344	0.00097
2018.76575	-0.09146	0.2379844	-0.00218
2018.76849	-0.09101	0.2375544	-0.00249
2018.77123	-0.09195	0.2371144	-0.00206
2018.77397	-0.0925	0.2374744	-0.00252
2018.77671	-0.09374	0.2389144	-0.00253
2018.77945	-0.09141	0.2388044	-0.004
2018.78219	-0.09202	0.2400544	-0.00353
2018.78493	-0.09162	0.2383544	-0.00143
2018.78767	-0.09152	0.2358744	-0.00773
2018.79041	-0.09117	0.2381044	-0.00747
2018.79315	-0.09372	0.2375144	-0.00335
2018.79589	-0.09286	0.2390344	-0.00469
2018.79863	-0.09279	0.2391044	-0.00657
2018.80137	-0.09142	0.2388544	-0.00344
2018.80411	-0.09341	0.2379144	-0.00184
2018.80685	-0.09368	0.2396944	0.00094
2018.80959	-0.09361	0.2382644	-0.00214
2018.81233	-0.09355	0.2394144	-0.00104
2018.81507	-0.09169	0.2380544	-0.00276
2018.81781	-0.09342	0.2386044	-0.00359
2018.82055	-0.09272	0.2389144	0.0003
2018.82329	-0.09311	0.2404044	-0.00435
2018.82603	-0.09339	0.2394944	-0.00433
2018.82877	-0.09256	0.2389744	-0.00617
2018.83151	-0.09451	0.2392944	-0.00207
2018.83425	-0.09367	0.2387444	-0.00195
2018.83699	-0.09437	0.2397444	-0.00174
2018.83973	-0.093	0.2377944	0.00018
2018.84247	-0.09103	0.2368144	-0.00658
2018.84521	-0.09385	0.2389744	-0.00103
2018.84795	-0.09227	0.2386844	-0.00412
2018.85068	-0.09402	0.2394444	-0.00265
2018.85342	-0.09379	0.2395044	-0.00004
2018.85616	-0.09314	0.2403844	0.00085
2018.8589	-0.09447	0.2397844	-0.0024
2018.86164	-0.09445	0.2386244	0.00186
2018.86438	-0.09376	0.2390344	0.00274
2018.86712	-0.09415	0.2385444	0.00338
2018.86986	-0.09269	0.2396444	-0.00307
2018.8726	-0.09265	0.2384744	-0.0017
2018.87534	-0.09298	0.2390944	0.00078
2018.87808	-0.09221	0.2392544	0.00055
2018.88082	-0.0943	0.2391844	0.00083
2018.88356	-0.09437	0.2403644	0.00111
2018.8863	-0.09428	0.2403844	-0.00038
2018.88904	-0.09495	0.2432344	-0.00063
2018.89178	-0.09434	0.2407644	-0.00339
2018.89452	-0.09548	0.2417144	-0.00291
2018.89726	-0.09476	0.2414644	-0.0023
2018.9	-0.09544	0.2412144	0.00117
2018.90274	-0.09557	0.2407544	-0.00275
2018.90548	-0.09422	0.2404344	-0.00267
2018.90822	-0.09449	0.2412344	-0.00062
2018.91096	-0.09556	0.2423744	-0.00305
2018.9137	-0.09623	0.2431244	-0.00026
2018.91644	-0.09523	0.2424744	0.00214
2018.91918	-0.0947	0.2417844	0.00054
2018.92192	-0.0941	0.2425544	0.00119
2018.92466	-0.09458	0.2421244	0.00127
2018.9274	-0.09451	0.2414244	0.00276
2018.93014	-0.09416	0.2425444	-0.00463
2018.93288	-0.09242	0.2417244	-0.00094
2018.93562	-0.09523	0.2437244	-0.00279
2018.93836	-0.09455	0.2433344	-0.0043
2018.9411	-0.09466	0.2434244	-0.00351
2018.94384	-0.09634	0.2436744	-0.0026
2018.94658	-0.09489	0.2429744	0.00107
2018.94932	-0.09753	0.2455544	-0.00248
2018.95205	-0.0964	0.2441544	0.00064
2018.95479	-0.09686	0.2445644	0.00371
2018.95753	-0.0969	0.2438944	0.00476
2018.96027	-0.09695	0.2441544	0.00358
2018.96301	-0.09745	0.2438944	0.0037
2018.96575	-0.09628	0.2444044	0.00465
2018.96849	-0.09485	0.2419744	0.00213
2018.97123	-0.09588	0.2431944	0.00064
2018.97397	-0.09519	0.2432444	-0.00045
2018.97671	-0.09562	0.2433044	-0.00216
2018.97945	-0.09487	0.2455944	-0.00096
2018.98219	-0.09466	0.2448944	-0.00123
2018.98493	-0.0933	0.2433144	-0.00531
2018.98767	-0.09367	0.2439444	-0.00359
2018.99041	-0.0947	0.2437444	-0.00526
2018.99315	-0.09568	0.2444644	-0.00889
2018.99589	-0.09548	0.2438744	-0.0087
2018.99863	-0.09608	0.2454744	-0.00603
2019.00137	-0.0961	0.2453144	-0.00549
2019.00411	-0.09712	0.2459344	-0.00454
2019.00685	-0.09551	0.2453644	-0.00801
2019.00959	-0.09698	0.2453444	-0.0051
2019.01233	-0.09735	0.2453444	-0.00106
2019.01507	-0.09612	0.2447044	-0.0033
2019.01781	-0.09673	0.2464244	-0.00371
2019.02055	-0.09687	0.2450644	-0.00389
2019.02329	-0.0971	0.2458344	-0.00081
2019.02603	-0.09729	0.2455744	0.00175
2019.02877	-0.09789	0.2445344	0.00125
2019.03151	-0.09684	0.2455944	-0.00084
2019.03425	-0.0963	0.2451744	-0.00357
2019.03699	-0.09607	0.2462344	-0.00383
2019.03973	-0.09676	0.2445644	-0.00169
2019.04247	-0.09714	0.2458144	0.00067
2019.04521	-0.09712	0.2463344	-0.00141
2019.04795	-0.0964	0.2460344	0.00238
2019.05068	-0.09667	0.2470744	-0.00026
2019.05342	-0.09681	0.2463644	0.00214
2019.05616	-0.09735	0.2462844	0.00675
2019.0589	-0.09611	0.2465044	0.00442
2019.06164	-0.09607	0.2471444	-0.00023
2019.06438	-0.09626	0.2472444	-0.001
2019.06712	-0.09564	0.2468044	-0.0034
2019.06986	-0.09679	0.2464744	0.00032
2019.0726	-0.09608	0.2477544	0.00043
2019.07534	-0.09605	0.2473644	0.00277
2019.07808	-0.09525	0.2472444	-0.00023
2019.08082	-0.09547	0.2475244	-0.00077
2019.08356	-0.09704	0.2466944	0.00045
2019.0863	-0.09636	0.2476444	0.00692
2019.08904	-0.09634	0.2477644	-0.00067
2019.09178	-0.09658	0.2483944	0.00087
2019.09452	-0.09718	0.2487744	0.00412
2019.09726	-0.09744	0.2498544	0.00116
2019.1	-0.09721	0.2491244	-0.00077
2019.10274	-0.09585	0.2480044	-0.00164
2019.10548	-0.09631	0.2495444	-0.00172
2019.10822	-0.09631	0.2491344	-0.00437
2019.11096	-0.09737	0.2490844	-0.00188
2019.1137	-0.09704	0.2496844	-0.00375
2019.11644	-0.09756	0.2494344	-0.00511
2019.11918	-0.09664	0.2499644	-0.0049
2019.12192	-0.09801	0.2497544	-0.00174
2019.12466	-0.09794	0.2487044	-0.00069
2019.1274	-0.09854	0.2497344	0.00155
2019.13014	-0.09839	0.2495644	-0.00186
2019.13288	-0.09906	0.2502344	0.00119
2019.13562	-0.09968	0.2501744	0.00046
2019.13836	-0.0995	0.2493844	-0.00175
2019.1411	-0.09837	0.2500844	-0.00259
2019.14384	-0.09813	0.2493144	-0.00209
2019.14658	-0.09827	0.2497644	-0.00075
2019.14932	-0.09836	0.2501344	-0.0003
2019.15205	-0.09885	0.2492944	0.00393
2019.15479	-0.09769	0.2497744	0.00176
2019.15753	-0.09944	0.2501744	0.00256
2019.16027	-0.09887	0.2495944	0.00344
2019.16301	-0.09832	0.2502544	0.00216
2019.16575	-0.09839	0.2506544	0.00373
2019.16849	-0.09922	0.2513744	0.00393
2019.17123	-0.09867	0.2501644	0.00341
2019.17397	-0.09754	0.2496044	-0.00098
2019.17671	-0.09852	0.2497344	0.00071
2019.17945	-0.09792	0.2494544	0.00118
2019.18219	-0.09799	0.2505044	0.00114
2019.18493	-0.09677	0.2507444	0.00233
2019.18767	-0.09779	0.2508844	0.00515
2019.19041	-0.09812	0.2507044	0.00229
2019.19315	-0.0976	0.2514344	-0.0006
2019.19589	-0.09782	0.2514644	-0.00503
2019.19863	-0.09793	0.2516544	-0.00154
2019.20137	-0.09789	0.2516944	0.00136
2019.20411	-0.09848	0.2527244	0.00051
2019.20685	-0.09886	0.2510644	-0.00065
2019.20959	-0.09778	0.2514644	0.00659
2019.21233	-0.09792	0.2511844	0.00624
2019.21507	-0.09733	0.2507344	0.00478
2019.21781	-0.09746	0.2505244	0.00167
2019.22055	-0.09675	0.2508744	0.0025
2019.22329	-0.0978	0.2515444	0.00108
2019.22603	-0.09797	0.2508344	0.00672
2019.22877	-0.09876	0.2522944	0.0034
2019.23151	-0.09767	0.2517944	0.00235
2019.23425	-0.09729	0.2521444	0.00233
2019.23699	-0.09809	0.2533744	0.00438
2019.23973	-0.09794	0.2531044	0.00221
2019.24247	-0.098	0.2535944	0.00019
2019.24521	-0.09782	0.2533744	0.00218
2019.24795	-0.09836	0.2537244	-0.00035
2019.25068	-0.0979	0.2532444	0.00075
2019.25342	-0.0984	0.2523844	0.00163
2019.25616	-0.09971	0.2531444	0.00814
2019.2589	-0.09806	0.2537644	0.00618
2019.26164	-0.09766	0.2539844	0.0058
2019.26438	-0.0981	0.2542344	0.00594
2019.26712	-0.09743	0.2541144	0.00203
2019.26986	-0.09716	0.2531844	0.00575
2019.2726	-0.09699	0.2535244	0.007
2019.27534	-0.09886	0.2543944	0.00603
2019.27808	-0.09785	0.2537244	0.0045
2019.28082	-0.09729	0.2548844	0.00672
2019.28356	-0.09832	0.2533044	0.00362
2019.2863	-0.0989	0.2556044	0.00746
2019.28904	-0.09822	0.2551644	0.01074
2019.29178	-0.09702	0.2553944	0.00708
2019.29452	-0.09788	0.2552544	0.00294
2019.29726	-0.09691	0.2558244	0.00366
2019.3	-0.09481	0.2537344	0.00423
2019.30274	-0.09705	0.2543344	0.00748
2019.30548	-0.09735	0.2538244	0.00703
2019.30822	-0.09945	0.2547744	0.00864
2019.31096	-0.09872	0.2534144	0.00056
2019.31644	-0.09883	0.2547044	0.00468
2019.31918	-0.09792	0.2549044	0.00015
2019.32192	-0.09854	0.2541544	-0.00023
2019.32466	-0.0982	0.2535644	0.00569
2019.3274	-0.0986	0.2548044	0.00803
2019.33014	-0.09789	0.2551744	0.0028
2019.33288	-0.1001	0.2556344	0.00565
2019.33562	-0.09895	0.2542644	0.00406
2019.33836	-0.09586	0.2549644	-0.00042
2019.3411	-0.09813	0.2545544	-0.00391
2019.34384	-0.09782	0.2550544	0.00001
2019.34658	-0.0993	0.2551144	0.0061
2019.34932	-0.09899	0.2560344	0.00859
2019.35205	-0.1003	0.2561944	0.00746
2019.35479	-0.1003	0.2559844	0.00643
2019.35753	-0.10032	0.2569244	0.0083
2019.36027	-0.09934	0.2547944	-0.0015
2019.36301	-0.09946	0.2566244	0.00544
2019.36575	-0.09879	0.2564044	0.00906
2019.36849	-0.0994	0.2551244	0.00484
2019.37123	-0.0997	0.2565444	0.0084
2019.37397	-0.10024	0.2577444	0.00481
2019.37671	-0.10045	0.2592244	0.01066
2019.37945	-0.09779	0.2575444	0.00406
2019.38219	-0.09962	0.2566544	0.01019
2019.38493	-0.10054	0.2574944	0.00885
2019.38767	-0.10021	0.2574044	0.00942
2019.39041	-0.10072	0.2568944	0.00785
2019.39315	-0.10004	0.2582844	0.00785
2019.39589	-0.09973	0.2572244	0.00673
2019.39863	-0.09907	0.2567744	0.00485
2019.40137	-0.09906	0.2564344	0.00503
2019.40411	-0.09953	0.2574844	0.00321
2019.40685	-0.09995	0.2575144	0.00563
2019.40959	-0.09923	0.2569244	0.0117
2019.41233	-0.10007	0.2575844	0.00492
2019.41507	-0.09961	0.2589544	0.01165
2019.41781	-0.09851	0.2598344	0.0123
2019.42055	-0.10141	0.2610544	0.00757
2019.42329	-0.09807	0.2592844	0.00069
2019.42603	-0.09481	0.2569044	0.00317
2019.42877	-0.10129	0.2606944	0.00792
2019.43151	-0.0979	0.2565744	0.00263
2019.43425	-0.10059	0.2587344	0.00519
2019.43699	-0.10034	0.2582944	0.00906
2019.43973	-0.10185	0.2578344	0.00373
2019.44247	-0.10032	0.2583744	0.00448
2019.44521	-0.10077	0.2603244	0.00556
2019.44795	-0.10089	0.2600144	0.00939
2019.45068	-0.09947	0.2580744	0.00766
2019.45342	-0.09895	0.2631744	0.00897
2019.45616	-0.10044	0.2589944	0.00345
2019.4589	-0.10078	0.2598144	0.00337
2019.46164	-0.09939	0.2605444	0.00453
2019.46438	-0.10013	0.2602744	0.00428
2019.46712	-0.09908	0.2609444	-0.00194
2019.46986	-0.09951	0.2625044	0.0063
2019.4726	-0.10159	0.2609844	0.00149
2019.47534	-0.10211	0.2629444	0.00571
2019.47808	-0.1021	0.2612644	0.00785
2019.48082	-0.1018	0.2619844	0.00866
2019.48356	-0.09987	0.2627144	0.00867
2019.4863	-0.10002	0.2617044	0.01264
2019.48904	-0.10064	0.2595744	0.00066
2019.49178	-0.10075	0.2600544	0.00229
2019.49452	-0.10136	0.2605044	0.00387
2019.49726	-0.10136	0.2610744	0.00431
2019.5	-0.09879	0.2608944	-0.00141
2019.50274	-0.10155	0.2601844	0.00398
2019.50548	-0.09959	0.2623644	0.00656
2019.50822	-0.09878	0.2589144	0.00152
2019.51096	-0.10055	0.2626244	-0.00146
2019.5137	-0.1012	0.2621644	0.00728
2019.51644	-0.10031	0.2598944	0.00783
2019.51918	-0.1031	0.2621144	0.00452
2019.52192	-0.10377	0.2609444	-0.00499
2019.52466	-0.10183	0.2600244	0.00203
2019.5274	-0.09921	0.2595144	0.00129
2019.53014	-0.10089	0.2613344	0.00353
2019.53288	-0.10147	0.2623144	0.00237
2019.53562	-0.1006	0.2615144	0.00134
2019.53836	-0.10076	0.2625444	0.00655
2019.5411	-0.10189	0.2636644	0.00896
2019.54384	-0.10088	0.2603144	0.01398
2019.54658	-0.10037	0.2654444	0.00779
2019.54932	-0.09848	0.2611344	0.0002
2019.55205	-0.10192	0.2621244	-0.00064
2019.55479	-0.10226	0.2628244	0.00783
2019.55753	-0.09962	0.2615944	0.00505
2019.56027	-0.09948	0.2613844	0.00681
2019.56301	-0.10048	0.2622744	0.00619
2019.56575	-0.1022	0.2631044	0.00894
2019.56849	-0.102	0.2664644	0.01095
2019.57123	-0.10436	0.2668544	0.01114
2019.57397	-0.10036	0.2579944	0.00484
2019.57671	-0.09924	0.2596844	0.00752
2019.57945	-0.09715	0.2630244	0.00121
2019.58493	-0.10155	0.2636544	-0.00106
2019.58767	-0.10207	0.2653744	0.00068
2019.59315	-0.09924	0.2594444	-0.0004
2019.59589	-0.10022	0.2601044	-0.00585
2019.59863	-0.10025	0.2645044	-0.00094
2019.60137	-0.10137	0.2644944	0.00156
2019.60411	-0.1009	0.2622444	-0.00693
2019.60685	-0.09966	0.2584544	-0.00299
2019.60959	-0.10194	0.2641244	-0.00133
2019.61233	-0.10141	0.2620244	0.00562
2019.61507	-0.09919	0.2605044	-0.00379
2019.61781	-0.1004	0.2624844	0.00378
2019.62055	-0.1024	0.2626344	0.00316
2019.62329	-0.10268	0.2634244	-0.00217
2019.62603	-0.10075	0.2645544	-0.00051
2019.62877	-0.10227	0.2663744	-0.00032
2019.63151	-0.10153	0.2659144	0.00466
2019.63425	-0.09929	0.2640244	-0.00331
2019.63699	-0.10073	0.2652644	0.00301
2019.63973	-0.09912	0.2655344	-0.00037
2019.64247	-0.09884	0.2648744	-0.00518
2019.64521	-0.10288	0.2645844	0.0054
2019.64795	-0.10126	0.2660144	-0.00656
2019.65068	-0.09861	0.2644244	-0.00335
2019.65342	-0.10185	0.2638644	0.00445
2019.65616	-0.10156	0.2669144	0.00319
2019.66164	-0.10071	0.2649444	0.00193
2019.66438	-0.102	0.2662244	0.00089
2019.66712	-0.1012	0.2668644	-0.00293
2019.66986	-0.10202	0.2649444	0.0034
2019.6726	-0.10105	0.2664544	0.00353
2019.67534	-0.09998	0.2652344	-0.00013
2019.68082	-0.1011	0.2661044	0.00443
2019.68356	-0.10185	0.2656744	0.00658
2019.6863	-0.10116	0.2672044	0.00189
2019.68904	-0.10038	0.2686144	-0.00098
2019.69178	-0.09573	0.2692744	-0.0175
2019.69452	-0.09956	0.2661944	-0.00536
2019.69726	-0.10025	0.2678244	-0.00458
2019.7	-0.09861	0.2673044	-0.01033
2019.70274	-0.09983	0.2665244	-0.00643
2019.70548	-0.09889	0.2659444	-0.00381
2019.70822	-0.10077	0.2679744	-0.00701
2019.71096	-0.10002	0.2681844	-0.00958
2019.7137	-0.10009	0.2662844	-0.00825
2019.71644	-0.10125	0.2665244	-0.00759
2019.71918	-0.10151	0.2678644	-0.01105
2019.72192	-0.10273	0.2681344	-0.00299
2019.72466	-0.10266	0.2673144	-0.00336
2019.7274	-0.10306	0.2678344	-0.00539
2019.73014	-0.10324	0.2677144	-0.00717
2019.73288	-0.10178	0.2680344	-0.00609
2019.73562	-0.10207	0.2680144	-0.0114
2019.73836	-0.10264	0.2675344	-0.00433
2019.7411	-0.10468	0.2679944	-0.00089
2019.74384	-0.10359	0.2686644	-0.00157
2019.74658	-0.10328	0.2684344	0.00188
2019.74932	-0.10193	0.2690644	-0.00148
2019.75205	-0.10273	0.2674744	-0.00235
2019.75479	-0.10042	0.2678044	0.00041
2019.75753	-0.09863	0.2687144	-0.00943
2019.76027	-0.10107	0.2683544	-0.00342
2019.76301	-0.09873	0.2673944	-0.00842
2019.76575	-0.10071	0.2671344	-0.0045
2019.76849	-0.10193	0.2679144	-0.00152
2019.77123	-0.10155	0.2692144	0.00105
2019.77397	-0.10184	0.2668844	-0.00268
2019.77671	-0.09972	0.2676844	-0.00983
2019.77945	-0.10255	0.2689644	-0.01092
2019.78219	-0.10036	0.2683844	-0.01745
2019.78493	-0.10125	0.2673144	-0.0121
2019.78767	-0.10026	0.2673744	-0.01376
2019.79041	-0.10158	0.2674044	-0.00893
2019.79315	-0.10207	0.2667544	-0.00537
2019.79589	-0.10223	0.2685844	-0.00692
2019.79863	-0.10264	0.2675844	-0.00764
2019.80137	-0.1028	0.2689244	-0.00613
2019.80411	-0.10269	0.2682044	-0.00599
2019.80685	-0.1021	0.2685844	-0.00975
2019.80959	-0.10248	0.2696444	-0.00942
2019.81233	-0.10123	0.2680544	-0.01334
2019.81507	-0.10156	0.2687144	-0.00991
2019.81781	-0.10305	0.2692444	-0.00378
2019.82055	-0.10287	0.2689244	-0.00126
2019.82329	-0.10331	0.2700644	0.00025
2019.82603	-0.10391	0.2682044	0.00065
2019.82877	-0.10381	0.2688344	-0.00216
2019.83151	-0.10334	0.2691444	-0.00443
2019.83425	-0.10319	0.2687144	-0.0037
2019.83699	-0.10368	0.2699244	-0.00536
2019.83973	-0.104	0.2693644	-0.0058
2019.84247	-0.10369	0.2696844	-0.00945
2019.84521	-0.1043	0.2696844	-0.00445
2019.84795	-0.10294	0.2697544	-0.00392
2019.85068	-0.10453	0.2695344	-0.00833
2019.85342	-0.10371	0.2703844	-0.00396
2019.85616	-0.10482	0.2697444	-0.00233
2019.8589	-0.10388	0.2690544	-0.00091
2019.86164	-0.10404	0.2702644	0.00137
2019.86438	-0.10301	0.2690744	-0.00733
2019.86712	-0.10416	0.2701344	-0.00365
2019.86986	-0.10336	0.2704644	0.0011
